R	Inventory of health systems research in the University of Zambia / None	Chondoka, Yizenge A.
R	Intraluminal ultrasound : a physician's guide.	Moreno Trujillo, Ma. Amparo
R	Causes and consequences of alcohol problems : None	Vlahos, Michael,
R	The skills of rehabilitation programming / None	Anthony, William Alan,
R	Office of Mental Health : improved guidelines and controls over the development of community residences are needed /	Perrin, Richard K.
R	Chronic fatigue syndrome and fibromyalgia : from F.I.N.E. (frustrated, irritated, nauseated, exhausted) to feeling better /	Fowler, Nancy,
R	An analysis of radiographic quality : lab manual and workbook /	Donohue, Daniel P.
R	Clinical psychology in transition; a selection of articles from the American psychologist.	Bulette, Sara.
R	Traumatic stress : the effects of overwhelming experience on mind, body, and society /	Swedenborg, Emanuel,
R	Elements of medical jurisprudence. None	Beck, Theodoric Romeyn,
R	Molecular diagnostics of infectious diseases / None	Dickens, Charles,
R	A primer of child psychotherapy / None	Adams, Paul L.,
R	Nursing assessment and health promotion through the life span / None	Murray, Ruth Beckmann.
R	Relation between the toxic action of chlorinated methanes and their chemical and physicochemical properties, None	Von Oettingen, W. F.
R	Allergy, brains, and children coping; allergy and child behavior, the neuro-allergic syndrome,	Wunderlich, Ray C.,
R	Valley of shadows : problem of leprosy in India /	Gokhale, Śaraccandra Dāmodara,
R	Drug bioavailability : estimation of solubility, permeability, absorption, and bioavailability /	Weissermel, Klaus.
R	Capacity utilization : challenges and lessons from UNDP Zambia /	Mungule, Kombe Oswald.
R	The diet trap : your seven-week plan to lose weight without losing yourself /	Smith, Pamela M.
R	General pathology : principles and dynamics /	King, Donald West.
R	Who'll take care of Mom and Dad? : improving access to long-term care services for California's growing elderly and functionally impaired population /	Hansel, Peter.
R	How thousands of my arthritis patients regained their health. None	Warmbrand, Max.
R	Technical basis of radiation therapy : practical clinical applications /	Dubin, Jeffrey A.
R	The principles of hygiene; a practical manual for students, physicians, and health-officers,	Bergey, D. H.
R	10th International Surgical Congress and ASIR memorial lecture : ethical surgical practice, December 07-10, 2007, Pan Pacific Sonargaon Hotel & Bangladesh College of Physicians and Surgeons, Dhaka, Bangladesh : abstracts.	Rahman, Golam,
R	Principles and practice of community health in Africa / None	Ramos, Melania C.
R	Eat right--electrolyte : a nutritional guide to minerals in our daily diet /	Hawkins, W. Rex.
R	Psychiatric nursing : contemporary practice /	Mulay, Marilyn.
R	Using the e-statement of conditions to manage health care facilities. None	Cousins, Thomas,
R	What is diary method? / None	Bartlett, Ruth,
R	The physician's assistant : a bibliography /	Lloyd, Diane V.
R	This is why you're sick and tired : (and how to look and feel amazing) /	Warner, Jackie,
R	Case histories of deviant behavior : an interactional perspective /	Leon, Gloria Rakita.
R	Managing health programs and projects / None	Longest, Beaufort B.
R	The everything easy fitness book : lose weight, build strength, and feel organized /	Raskin, Donna.
R	Child therapy and education : an object relations approach /	Ilan, E.
R	Education for orthodontics in general practice, None	Davidson, Roger H.
R	A nuts-and-bolts approach to teaching nursing. None	Griffin, Mary T. Quinn.
R	Special hospital services for cardiovascular disease patients, 1966. None	Schneider, G. R.
R	Clinical work with traumatized young children / None	Gracián, Jerónimo,
R	Natural remedies from the Chinese cupboard : healing foods and herbs /	Fang, Jing Pei.
R	Palliative care services for children and young people in England / None	Craft, Alan.
R	Handbook of clinical and experimental neuropsychology / None	Arces, Amicie d'.
R	Orthopaedics in primary care / None	Ramamurti, Chinni Pennathur,
R	A short introduction to understanding and supporting children and young people who self-harm / None	Fitzpatrick, Carol.
R	How to stop smoking--permanently, with the new nicotine gum / None	Ross, Walter Sanford,
R	Mendelian inheritance in man : catalogs of autosomal dominant, autosomal recessive, and X-linked phenotypes /	McKusick, Victor A.
R	Mental health, racism, and sexism / None	Goodlad, Sinclair.
R	Monogenic hyperinsulinemic hypoglycemia disorders / None	Shah, Jatin P.
R	Contemporary nursing : issues, trends, & management /	Hartley Edwards, Elwyn,
R	Treatment of internal diseases, for physicians and students,	Ortner, Norbert,
R	Fatal deception : the untold story of asbestos : why it is still legal and still killing us /	Bowker, Michael,
R	Family interfaces : transgenerational patterns /	Kramer, Jeannette R.
R	The Temporomandibular joint / None	Rosenman, Eugene,
R	National environmental sanitation strategy for rural and peri-urban areas in Zambia. None	Chileshe, Jonathan H.
R	Health status of women and children in rural Tamil Nadu. None	Kumar, Vijay,
R	Computer-based patient statistics : recommendations /	Post, Shirley.
R	Promoting healthy living in Latin America and the Caribbean : governance of multisectoral activities to prevent risk factors for noncommunicable diseases /	Peattie, Donald Culross,
R	Best practices in occupational therapy education / None	Hochstrasser, April.
R	Preventive medicine, None	Clark, Duncan W.
R	Asthma information for teens : health tips about managing asthma and related concerns including facts about asthma causes, triggers and symptoms, diagnosis, and treatment /	Brenner, Susan W.,
R	Student success for health professionals made incredibly easy/ None	Olrech, Nancy.
R	Diagnostic enzymology. None	Bliven, Bruce,
R	Medicine and the reign of technology / None	Reiser, Stanley Joel.
R	Health : policy and planning perceptions /	Ahmed, Syed Haroon.
R	Neonatal formulary 7 : drug use in pregnancy and the first year of life /	Firpo, Massimo,
R	Immune for life : live longer and better by strengthening your "doctor within" /	Fox, Arnold,
R	The history of Southern Baptist Hospital / None	Greene, Glen Lee,
R	The ethics of chiropractic / None	CiRullo, Bernard L.
R	Modern humanistic psychotherapy. None	Burton, Arthur,
R	A practical treatise on operative dentistry. None	Taft, J.
R	Discoverers of blood circulation, from Aristotle to the times of da Vinci and Harvey.	Doby, T.
R	Blind vision : the neuroscience of visual impairment /	Cattaneo, Zaira,
R	The care of the face, None	Levin, Oscar Louis,
R	Yoga for every athlete : secrets of an Olympic coach /	Kogler, Aladar.
R	Essentials of pharmacology None	Kelsey, Frances Oldham,
R	Respiratory failure / None	Sykes, M. K.
R	Manual for the semistructured clinical interview for children & adolescents / None	McConaughy, Stephanie H.
R	Food borne illnesses / None	Bjorklund, Ruth.
R	Theorizing complementary and alternative medicines : wellbeing, self, gender, class /	Sointu, Eeva,
R	Culture and health / None	MacLachlan, Malcolm.
R	Promoting gender equality and human rights sensitive policy environment in the Nigerian HIV/AIDS national response : being a report of the review of selected federal government policies in the agriculture, education and health sectors /	Akinrimisi, Adebanke,
R	Biomaterials : principles and practices /	Soll, David,
R	The post-certificate training and education of nurses. None	Newman, Andrea,
R	Second report of the perinatal mortality study in ten university teaching hospitals, Ontario, Canada. None	Gruner, Erich,
R	Heart health equality : mobilizing communities for action.	Balázs, Béla,
R	Wheat belly : is modern wheat causing modern ills? /	Geisler, Beth.
R	Prevention and rehabilitation in ischemic heart disease / None	Richmond, Doug.
R	Women's health : recent advances in the Asia-Oceania region : the proceedings of the 15th Asian and Oceanic Congress of Obstetrics and Gynecology, Bali, Indonesia, October 1995 /	Kamajaya,
R	On vesico-vaginal fistula: and its successful treatment.  Illustrated by eleven cases.  Read before the British medical association at Edinburgh, July 31st, 1858.	Brown, Isaac Baker,
R	Psychic wholeness and healing : using all the powers of the human psyche /	Terruwe, Anna Alberdina Antoinette.
R	Host-parasite relationships in systemic mycoses : proceedings of the 21st annual OHOLO Biological Conference, Maʻalot Israel, March 28-31, 1976 /	Selig, Brian M.,
R	The physician himself and what he should add to his scientific acquirements, None	Cathell, D. W.
R	Atlas of forensic histopathology / None	Cummings, Peter M.,
R	Cryoablation of cardiac arrhythmias / None	Bredikis, Audrius.
R	Atlas of mental retardation syndromes; visual diagnosis of facies and physical findings	Gellis, Sydney S.
R	Reality and/or realities / None	Abadi, Mauricio.
R	Bulimia : a guide for family and friends /	Sherman, Roberta Trattner,
R	Reflexology massage / None	Schaefer, Monika.
R	Prevention and control of non-communicable disease : present activities in the Cook Islands /	Cohen, Saul Bernard.
R	Quantitative clinical chemistry None	Peters, John P.
R	Biosensors : microelectrochemical devices /	Lambrechts, M.
R	Mental hygiene; the dynamics of adjustment	Carroll, Herbert Allen,
R	Symposia on reconstructive plastic surgery and on surgery of the hand. 1. Reconstructive plastic surgery. John Marquis Converse, guest editor. 2. Practical surgery of the hand: Martin A. Entin, guest editor.	Gurley, John G.
R	Protection against neutron radiation. None	Wenzel, Evelyn L.,
R	Hypnosis in skin and allergic diseases. None	Scott, Michael J.
R	The nature of the whole : holism in ancient Greek and Indian medicine /	Pitman, Vicki.
R	Essential drugs : report of the meeting of chief pharmacists, Harare (Zimbabwe), 26-30 April, 1982.	Cabrera González, Celso.
R	Developments in neuroscience : proceedings of the 3rd International Mt. Bandai Symposium for Neuroscience and the 4th Pan-Pacific Neurosurgery Congress, held in Hawaii between 22 and 28 February, 2003 /	Alderton, David,
R	Manual of surgical clearance / None	Amos, Wally.
R	Optimum nutrition for your child's mind : maximize your child's potential /	Holford, Patrick.
R	Does my kid really have AD/HD? : a practical, straightforward guide to sorting out the truth behind the AD/HD dilemma /	Frank, Kim.
R	Yoga; a beginner's guide.	Whaley, Peta.
R	AIDS : the 20th century hoax /	Kainiy wa Kahigha.
R	Basic life support skills manual / None	Phillips, Charles,
R	Bad blood : the Tuskegee syphilis experiment /	Jones, James H.
R	Children and women in Ethiopia : a situation analysis /	Malekela, George Andrew,
R	Trainer's guide for cancer education. None	Hanson, Calvin D.
R	Optimal detox : how to cleanse your body of colloidal and crystalline toxins /	Vasey, Christopher.
R	Historical sketch of the University of Maryland, School of medicine (1807-1890), with an introductory chapter, notices of the schools of law, arts and sciences, and theology, and the department of dentistry, and a general catalogue of medical alumni,	Cordell, Eugene Fauntleroy,
R	Health facility design using quantitative techniques : a collection of case studies.	Grimsley, Ronald.
R	Dyad leadership in healthcare : when one plus one is greater than two /	Sanford, Kathleen,
R	The growing impact of the longer years on society: a salute to youth and a plea;	Bluestone, E. Michael,
R	Beyond the nerves : the effectiveness of acupuncture /	Huang, Robert Tien,
R	Renal pathophysiology / None	Leaf, Alexander,
R	Psychotherapy and the treatment of cancer patients : bearing cancer in mind /	Goldie, Lawrence,
R	Role of maternal nutritional health and care in the development and personality of children in Africa / None	Idusogie, E. O.
R	English & Spanish medical words & phrases. None	Stevenson, Jack,
R	Positive options for children with asthma : everything parents need to know /	Jaggi, O. P.
R	Occult traumatic lesions of the cervical vertebrae, None	Abel, Martin S.,
R	The everything pregnancy book : all you need to get you through the most important nine months of your life! /	Ford-Martin, Paula.
R	Medical college admission test; the complete study guide for scoring high,	Turner, David Reuben,
R	AIDS in the workplace : a policy development and resource guide for human service organizations /	Smith, Dodie,
R	Hospital emergency service; criteria for organization, with selected annotated bibliography.	McGibony, John R.,
R	Diabetes secondary to endocrine and pancreatic disorders / None	Danskin, Karl,
R	Man's image in medicine and anthropology. None	Steinherz, H. A.
R	Augmenting agents in cancer therapy / None	Angeli, Daniel.
R	Review of carbon monoxide poisoning, None	Sayers, R. R.
R	Manpower development in health research, 1991-2000 / None	Alamgir, Mahiuddin Khan.
R	Procurement practices in the health sector / None	Read, Jolly,
R	Vascular and Doppler ultrasound / None	Fontgalland, Bernard de.
R	Thresholds between philosophy and psychoanalysis : papers from the Philadelphia Association /	Santoro, Elia.
R	Alcoholism and mortality. None	Sundby, Per,
R	The sickle cell anemia update / None	Silverstein, Alvin.
R	Hormonal responsiveness of human endometrial carcinoma studied in vitro and vivo. None	Nordqvist, Staffan.
R	Radiology on call : a case-based manual /	Talanow, Roland.
R	The secret lives of hoarders : true stories of tackling extreme clutter /	Paxton, Matt.
R	Histopathology of the peripheral and central nervous systems. None	Hassin, George Boris,
R	Light on yoga : yoga dipika /	Iyengar, B. K. S.,
R	Health care ethics : critical issues for the 21st century /	Fan, Hung,
R	Case studies in pediatric emergency and critical care ultrasound / None	Kaldis, Nicholas.
R	Clinical botanical medicine / None	Yarnell, Eric.
R	Textbook of basic emergency medicine / None	Shafer, Kathleen Newton.
R	The American Dental Assistants Association : the first fifty years, 1924-1974.	McAleavey, David,
R	A history of medicine. None	Major, Ralph Hermon,
R	Migraine prevention / None	Young, Victor A.
R	A treatise on strabismus, with a description of new instruments designed to improve the operation for its cure, in simplicity, ease and safety, illustrated by cases.	Bolton, James,
R	Long-term surgical results in children / None	Dewey, Melvil,
R	Health service facilities plan. None	Lagomarsino, Carlos A. R.
R	Present problems in haematology : leukemia, etiology, pathogenesis, treatment, haemocoagulation and fibrinolysis, immunology of leukocytes and transplantation problems : proceedings of the second meeting of the European and African Division of the International Society of Haematology, Prague, August 27-29, 1973 /	Russell, Patrick Morries Gordon.
R	Abortion services handbook / None	Hern, Warren M.
R	Introduction to speech science : from basic theories to clinical applications /	Ryalls, Jack H.,
R	Curbside consultation in neuro-ophthalmology : 49 clinical questions /	Kreh, Lefty.
R	Update on oral contraceptives / None	Connell, Elizabeth B.
R	The injured hand : a clinical handbook for general surgeons /	Mittelbach, Hans Reiner.
R	National supervision guidelines for health services : support each other /	Munalula, Mulela Margaret.
R	A Hand book of common remedies in siddha system of medicine / None	Sarojini Reddy, P.
R	Girls' night in : spa treatments at home /	Worick, Jennifer.
R	International ophthalmology. None	Lieber, Julia.
R	Stroke, new approaches to prevention and treatment / None	Freese, Arthur S.
R	Medicine in Britain: a guide for overseas doctors,	Birch, C. Allan
R	Only mothers know : patterns of infant feeding in traditional cultures /	Raphael, Dana,
R	In vitro fertilization : the A.R.T. of making babies (assisted reproductive technology) /	Sher, Geoffrey,
R	The care of the aged; geriatrics.	Thewlis, Malford Wilcox,
R	Nursing : levels of health intervention /	Hart, Roger,
R	An introduction to chemoinformatics / None	Leach, Andrew R.
R	Prevention and health promotion : overview and recommendations /	Frost, Meredith Jones.
R	Pain and pain management in Finnish general population / None	Turunen, Juha.
R	Live longer : boost your energy, strength, and mobility-- and feel young for life /	Brown, Sally.
R	On medullary carcinoma of the thyroid. None	Ljungberg, Otto.
R	Feasibility study on requested cooperation of the German Volunteer Service with the Department of Health Services / None	Striepke, Heide.
R	National environmental health policy. None	Soneson, Ulrika.
R	Ocular accommodation, convergence & fixation disparity : clinical testing, theory & analysis /	Goss, David A.,
R	Health sciences, organizational and administrative techniques : a selected annotated bibliography /	Erbstoeszer, Marie.
R	Psychological diagnosis in clinical practice, with applications in medicine, law, education, nursing, and social work	Pope, Benjamin.
R	Recovery from alcoholism : beyond your wildest dreams /	Levin, Jerome D.
R	The dental office guide; a manual for students, dental assistants and dentists,	Miller, Horace Metcalfe,
R	Guide to nursing management and leadership / None	Marriner-Tomey, Ann,
R	Proctor and Hughes' Chemical hazards of the workplace / None	Proctor, Nick H.
R	Do you really need back surgery? : a surgeon's guide to neck and back pain and how to choose your treatment /	Filler, Aaron G.,
R	Pediatric cardiology : the requisites in pediatrics /	Vetter, Victoria L.
R	Essentials of pediatric cardiology None	Moller, James H.,
R	Recent advances in medical science; a study of their social and economic implications,	Mellanby, Edward,
R	Orthodontics in dental practice None	Sassouni, Viken.
R	An introduction to high content screening : imaging technology, assay development, and data analysis in biology and drug discovery /	Norn, Viggo.
R	The health of overseas volunteers. [Report]	Bauer, Hans-Joachim,
R	Impedance screening for middle ear disease in children : proceedings of a symposium held in Nashville, Tennessee, June 20-22, 1977 /	Heatwole, Henry.
R	Counseling skills for speech-language pathologists and audiologists / None	Flasher, Lydia V.
R	A Collection of classics in psychiatric nursing literature / None	Schatz, Howard,
R	When too much isn't enough : ending the destructive cycle of AD/HD and addictive behavior /	Richardson, Wendy,
R	Kazungula District profile : report on the community sensitisation and mobilisation campaign by the CHANGES Programme in the Ministry of Education, Zambia.	ʻĀlamitu Dāmanā.
R	Differential diagnosis in primary care / None	Collins, R. Douglas.
R	Africa's changing markets for health and veterinary services : the new institutional issues /	Currie, Stephen,
R	Ideal facelift : the new science of cosmetic surgery /	Swanson, Eric
R	Aromatherapy and massage for mother and baby / None	England, Allison.
R	Understanding health policy / None	Baggott, Rob.
R	Pathological anatomy. Illustrations of the elementary forms of disease.	Carswell, Robert,
R	Advice to the people in general, with regard to their health ... None	Tissot, S. A. D.
R	Neonatal intensive care nursing / None	Yeang, Ken,
R	Compulsory hospitalization : freedom of choice in childbirth? /	Davis, William Morris,
R	Greenfield's neuropathology / None	Greenfield, J. Godwin
R	The no-nonsense guide to get you into medical school / None	Bransford, Kent.
R	Observations on mental derangement. None	Combe, Andrew,
R	Cancer cell signaling : methods and protocols /	Sprague, Jo,
R	Animal drugs and human health / None	Henley, Karyn.
R	Chemical hazards of the workplace / None	Proctor, Nick H.
R	The eye and its diseases by 82 international authorities, None	Berens, Conrad,
R	The health & beauty handbook / None	Kerr, Susan.
